"dataset","source","yi","vi","n2","n_total","n1","domain","miyake","es_id","weight"
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.597658416,0.061942838,42,84,42,"updating","no",670,16.1439164282399
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.939979782,0.047333678,42,84,42,"inhibition","yes",671,21.1266067259764
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.29070599,1740.908563,42,84,42,"shifting","no",672,0.000574412706820605
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.707364458,0.372756875,27,54,27,"processing speed","no",673,2.68271376617802
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.285570339,1.567061791,27,54,27,"processing speed","no",674,0.638136929726213
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.343487437,1.538657969,27,54,27,"processing speed","no",675,0.649917018692541
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.38690594,0.199741768,27,54,27,"updating","no",676,5.00646414624707
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.740564112,0.130649933,27,54,27,"updating","no",677,7.65404142993323
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.159217226,0.200144646,27,54,27,"processing speed","no",678,4.99638646341806
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.418762446,188.1563024,18,62,44,"processing speed","no",679,0.0053147302920213
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.188116311,0.280186741,18,62,44,"processing speed","no",680,3.56904825842562
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.232039074,0.076402639,18,62,44,"processing speed","no",681,13.0885531323074
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.718473734,0.076543786,18,62,44,"processing speed","no",682,13.0644177961095
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.774617705,0.076375904,18,62,44,"shifting","yes",683,13.0931347143204
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.701951689,0.668383004,20,41,21,"processing speed","no",684,1.49614815759139
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.137115436,0.208861434,48,96,48,"processing speed","no",685,4.78786332569181
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.649832668,0.26521063,48,96,48,"processing speed","no",686,3.7705879285457
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.806095036,0.108559173,48,96,48,"updating","no",687,9.21156611979717
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.451128236,0.062437067,48,96,48,"updating","no",688,16.0161270868153
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.47502478,0.082954801,48,96,48,"updating","no",689,12.0547573852899
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.41380469,0.041080828,48,96,48,"inhibition","yes",690,24.3422552242618
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.695369209,0.06769419,29,58,29,"inhibition","no",691,14.7723165016082
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.256596648,1.76595075,29,58,29,"inhibition","no",692,0.56626720762173
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.497934002,0.21590475,25,50,25,"processing speed","no",693,4.63167206835422
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.033661043,0.144366547,15,29,14,"updating","no",694,6.9268124837813
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.788356525,70.34801424,15,29,14,"processing speed","no",695,0.014215042326403
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.940849058,1.682497034,15,29,14,"processing speed","no",696,0.594354688175932
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.845977411,0.135167404,15,29,14,"updating","no",697,7.39823337881077
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.696754847,0.244884223,15,29,14,"updating","no",698,4.08356237796503
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.752666719,1.204223868,18,36,18,"processing speed","no",699,0.830410380140381
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.243873467,0.142411523,18,36,18,"updating","no",700,7.0219036980596
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.117460317,0.112734156,18,36,18,"inhibition","no",701,8.87042610227197
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.559163169,0.593475621,88,141,53,"processing speed","no",702,1.68498918003575
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.040033183,0.508194997,88,141,53,"updating","no",703,1.96774861205491
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.941839248,0.24585866,88,141,53,"updating","no",704,4.06737757376535
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.463480399,2.243584047,15,28,13,"processing speed","no",705,0.445715417408653
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.596489693,0.162278417,15,28,13,"updating","yes",706,6.16224892063126
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.18412751,0.177465152,15,28,13,"updating","no",707,5.63490910035115
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.129925066,2163.838465,15,28,13,"shifting","yes",708,0.000462141706127772
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.502983294,1330.33642,15,28,13,"shifting","no",709,0.000751689561351707
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.402804308,67.31053697,15,28,13,"inhibition","no",710,0.014856514968016
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.190768597,202.4046333,15,28,13,"inhibition","yes",711,0.00494059836326879
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.531126262,0.211297612,15,28,13,"updating","no",712,4.73266115283877
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.531177325,0.911578202,15,28,13,"updating","no",713,1.0969985875112
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.963848551,0.1763778,15,28,13,"updating","no",714,5.6696477674628
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.274971011,0.152994688,15,28,13,"updating","no",715,6.53617464156664
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.165525321,0.166759955,15,28,13,"updating","no",716,5.99664349873445
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.549819027,5.855722662,15,28,13,"updating","no",717,0.170773115074144
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.763278465,1.428159474,15,28,13,"updating","no",718,0.700201915966144
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.560314526,0.306092356,55,110,55,"processing speed","no",719,3.2669878237665
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.52642275,2.64706721,55,110,55,"shifting","no",720,0.377776580897619
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.423319059,0.054529256,55,110,55,"updating","no",721,18.3387794617994
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.157595978,0.055240388,55,110,55,"updating","no",722,18.102696889095
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.650778338,0.376149307,55,110,55,"updating","no",723,2.65851878865751
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.481470707,169.6122295,24,48,24,"updating","no",724,0.00589580128123957
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.339099447,0.673175724,121,185,64,"processing speed","no",725,1.4854962298076
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.1734649,11.71509217,121,185,64,"shifting","no",726,0.0853599771550069
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.56393405,0.025004041,121,185,64,"shifting","yes",727,39.9935354449307
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.367957405,0.224918044,121,185,64,"updating","no",728,4.44606391828661
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.889020256,0.250021097,121,185,64,"updating","no",729,3.99966247648293
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.449223571,0.117322962,121,185,64,"updating","no",730,8.52348068061903
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.865164407,2.680654024,20,40,20,"processing speed","no",731,0.37304329131882
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.744094912,1.206360326,20,40,20,"processing speed","no",732,0.828939727581857
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.074501564,0.104707696,20,40,20,"updating","no",733,9.55039637201071
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.990892701,0.113552969,20,40,20,"updating","no",734,8.8064628235304
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.714946653,0.503708663,20,40,20,"inhibition","yes",735,1.98527457130512
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.522797723,0.264892884,20,40,20,"updating","yes",736,3.77511084820232
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.253122069,1.048521549,20,40,20,"updating","no",737,0.953723841874041
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.660670019,4.912741849,20,40,20,"shifting","no",738,0.203552319811706
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.438679592,0.104524192,36,68,32,"updating","no",739,9.56716316926899
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.204914215,0.058402042,36,68,32,"updating","no",740,17.1226889635126
"psymetadata::maldonado2020::maldonado2020","psymetadata",-8.239364885,0.062208905,36,68,32,"processing speed","no",741,16.0748690239766
"psymetadata::maldonado2020::maldonado2020","psymetadata",-7.930629404,0.066773907,36,68,32,"processing speed","no",742,14.9759096768143
"psymetadata::maldonado2020::maldonado2020","psymetadata",8.017543701,0.074705621,36,68,32,"shifting","yes",743,13.385873601131
"psymetadata::maldonado2020::maldonado2020","psymetadata",-4.683003855,0.212956513,38,138,100,"processing speed","no",744,4.69579439441704
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.592496308,0.041480293,246,278,32,"updating","no",745,24.1078335680994
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.890584526,0.053470647,246,278,32,"updating","no",746,18.7018496335008
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.037462958,0.061702125,246,278,32,"updating","no",747,16.2068972502973
"psymetadata::maldonado2020::maldonado2020","psymetadata",14.75437239,0.480066577,246,278,32,"inhibition","no",748,2.08304441073389
"psymetadata::maldonado2020::maldonado2020","psymetadata",12.99532485,0.741442597,246,278,32,"inhibition","no",749,1.34872207780638
"psymetadata::maldonado2020::maldonado2020","psymetadata",18.89885483,5.350783227,246,278,32,"shifting","no",750,0.186888527824115
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.902101177,199.7303026,22,52,30,"shifting","no",751,0.00500675153936306
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.642871159,239.0743674,22,52,30,"shifting","no",752,0.00418279889590539
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.314094073,982.1133324,25,51,26,"shifting","no",753,0.00101821242723209
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.540543985,1270.387332,25,51,26,"shifting","no",754,0.00078716150170175
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.066789264,1.154367795,31,55,24,"updating","no",755,0.866275033253158
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.090082606,0.13795696,31,55,24,"updating","no",756,7.24863754608684
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.142445475,0.085100391,31,55,24,"shifting","yes",757,11.750827325811
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.164609587,0.245331375,31,55,24,"processing speed","no",758,4.07611949348101
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.502054775,1.390104491,20,40,20,"processing speed","no",759,0.719370382927567
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.746355983,0.170825094,20,40,20,"updating","no",760,5.85394087358149
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.51142685,1.406077258,20,40,20,"updating","no",761,0.711198473846591
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.892409429,0.608873873,20,40,20,"shifting","no",762,1.64237626928032
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.637021094,0.096205258,20,40,20,"inhibition","no",763,10.3944422663468
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.104166588,0.07760014,25,50,25,"inhibition","yes",764,12.8865746891694
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.467143455,1.290741449,25,50,25,"processing speed","no",765,0.774748498837431
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.942563116,0.121474715,25,50,25,"updating","no",766,8.232165846201
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.839039013,0.106711636,25,50,25,"updating","no",767,9.3710492827605
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.137173003,0.959769658,25,50,25,"processing speed","no",768,1.04191666371683
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.528337341,1.65071962,25,50,25,"processing speed","no",769,0.6057963980582
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.430761402,0.188308697,25,50,25,"updating","no",770,5.31042918320443
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.830643082,0.068610456,40,81,41,"updating","no",771,14.5750379504838
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.281228839,0.048515121,40,81,41,"inhibition","yes",772,20.612130391265
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.473670787,0.45120545,40,81,41,"shifting","yes",773,2.21628528644767
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.021776647,0.139891005,16,32,16,"shifting","yes",774,7.1484224450314
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.348193271,0.917554696,16,32,16,"inhibition","no",775,1.08985328543292
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.55356486,6.249098872,16,32,16,"shifting","no",776,0.160023072203361
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.879174956,1.214167396,16,32,16,"inhibition","yes",777,0.823609663127538
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.046671769,0.523572386,16,32,16,"updating","no",778,1.9099555796665
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.418608252,1.983996562,15,20,5,"processing speed","no",779,0.504033131484832
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.444555742,5.762265953,15,20,5,"shifting","no",780,0.173542840291738
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.029577465,0.541805726,15,20,5,"updating","no",781,1.8456800140942
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.918473215,0.550061231,15,20,5,"updating","no",782,1.81797942418523
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.49909512,2.441030483,15,20,5,"updating","no",783,0.409663052945988
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.031419285,0.399627587,15,20,5,"updating","no",784,2.50232975032327
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.41881082,0.080274607,20,58,38,"shifting","no",785,12.4572394356288
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.584824101,2.417846727,16,28,12,"processing speed","no",786,0.413591146549134
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.28503926,44.13051741,16,28,12,"shifting","no",787,0.0226600560947287
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.611636818,163.2676161,22,44,22,"inhibition","no",788,0.00612491334097454
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.071778525,0.248825668,30,66,36,"processing speed","no",789,4.0188779881021
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.988235294,0.059755646,30,66,36,"inhibition","yes",790,16.7348203381485
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.311216621,4.124483674,30,66,36,"processing speed","no",791,0.242454590450635
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.187181068,13.97550903,30,66,36,"shifting","no",792,0.0715537443289821
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.295766669,0.112544322,30,66,36,"updating","no",793,8.88538828284913
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.465247222,0.116095628,30,66,36,"updating","no",794,8.61358879078547
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.130269944,0.066525322,30,66,36,"updating","yes",795,15.0318701200725
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.304421191,0.066858257,30,66,36,"processing speed","no",796,14.9570157056293
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.078297524,0.50866285,30,66,36,"shifting","yes",797,1.9659387352546
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.622418988,6.921119012,36,72,36,"processing speed","no",798,0.144485306244001
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.864840993,0.093579605,36,72,36,"updating","no",799,10.6860891323489
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.253869397,0.919383936,36,72,36,"inhibition","yes",800,1.08768487336285
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.666232294,1.017249515,17,33,16,"updating","no",801,0.983042985279772
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.333761232,0.323722935,17,33,16,"updating","no",802,3.08906132955949
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.110377644,0.29574536,17,33,16,"updating","no",803,3.38128719923112
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.866988254,2.402716319,17,33,16,"inhibition","no",804,0.416195616641167
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.888754441,75.81356484,17,33,16,"inhibition","no",805,0.0131902516668414
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.520355558,71.97025368,17,33,16,"shifting","no",806,0.0138946293623791
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.729042997,154.0498239,17,33,16,"shifting","yes",807,0.00649140631701819
"psymetadata::maldonado2020::maldonado2020","psymetadata",8.416623506,0.162249014,35,70,35,"inhibition","yes",808,6.16336565225598
"psymetadata::maldonado2020::maldonado2020","psymetadata",9.059557668,0.083638446,35,70,35,"processing speed","no",809,11.9562240551433
"psymetadata::maldonado2020::maldonado2020","psymetadata",6.833989839,0.488462005,35,70,35,"shifting","no",810,2.04724213913015
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.333839809,0.056692238,35,70,35,"updating","no",811,17.6390990244555
"psymetadata::maldonado2020::maldonado2020","psymetadata",5.892699578,0.056625177,35,70,35,"updating","no",812,17.6599889480257
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.596039263,0.111976887,20,40,20,"updating","no",813,8.93041436309977
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.603158431,0.116359896,20,40,20,"updating","no",814,8.59402624423109
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.245658506,392.1649161,20,40,20,"inhibition","no",815,0.00254994763413514
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.758260508,0.104859314,33,64,31,"updating","no",816,9.53658727921871
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.591135447,2.171984216,140,280,140,"processing speed","no",817,0.46040850234245
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.754506392,0.019292707,140,280,140,"updating","no",818,51.8330579529353
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.257408711,0.020537386,140,280,140,"updating","no",819,48.6916884164323
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.072115338,0.174363888,140,280,140,"processing speed","no",820,5.73513249486614
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.035418359,0.272455565,28,60,32,"updating","no",821,3.67032326904389
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.366878867,1.151666225,28,60,32,"updating","no",822,0.868307134734285
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.434174433,0.104609948,28,60,32,"updating","no",823,9.55932030479549
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.889093554,2.012954472,22,44,22,"updating","no",824,0.496782224292652
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.528099169,0.322305047,22,44,22,"updating","no",825,3.10265076302078
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.436587342,0.2878389,22,44,22,"updating","no",826,3.47416558359555
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.467965608,0.151234602,22,44,22,"updating","no",827,6.61224340710071
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.138422452,0.058791766,48,96,48,"updating","yes",828,17.0091845854741
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.144861681,0.039942884,105,194,89,"processing speed","no",829,25.0357485453479
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.193859634,0.239928511,105,194,89,"updating","no",830,4.16790816494502
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.342361179,0.020814152,105,194,89,"updating","no",831,48.0442345188985
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.832223978,19.84577225,47,100,53,"shifting","yes",832,0.0503885657561146
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.921038386,0.317974419,26,78,52,"updating","no",833,3.14490707505625
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.517569969,0.263519288,26,78,52,"updating","no",834,3.79478863801423
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.675449749,63.78264826,26,78,52,"inhibition","yes",835,0.0156782452168442
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.299352974,0.452509998,26,78,52,"inhibition","no",836,2.20989592366973
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.849297497,1.404307124,21,44,23,"processing speed","no",837,0.712094941989342
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.952302797,2.196370955,21,44,23,"processing speed","no",838,0.455296496123989
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.619924191,2.315440807,21,44,23,"inhibition","yes",839,0.431883206418759
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.418498911,13.06208396,21,44,23,"shifting","no",840,0.0765574622749554
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.963973586,7.746302039,20,47,27,"processing speed","no",841,0.129093856005787
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.167283947,3.265546823,20,47,27,"inhibition","yes",842,0.306227426584966
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.061777664,0.165650251,20,47,27,"inhibition","no",843,6.0368154830022
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.845286666,0.06289731,35,65,30,"shifting","yes",844,15.898931130759
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.245765481,0.543268217,35,65,30,"updating","no",845,1.84071139946698
"psymetadata::maldonado2020::maldonado2020","psymetadata",-3.208776871,0.720773985,24,48,24,"processing speed","no",846,1.38739746551757
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.288920563,0.35836252,41,60,19,"inhibition","yes",847,2.79047038736082
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.684085553,0.13194345,41,60,19,"inhibition","no",848,7.57900449018121
"psymetadata::maldonado2020::maldonado2020","psymetadata",10.20950804,0.082018258,30,60,30,"inhibition","yes",849,12.1924072076732
"psymetadata::maldonado2020::maldonado2020","psymetadata",5.380553865,0.065735813,30,60,30,"updating","no",850,15.212407884877
"psymetadata::maldonado2020::maldonado2020","psymetadata",6.936206147,0.06903955,30,60,30,"updating","no",851,14.4844513036368
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.511086734,0.068703453,30,60,30,"updating","no",852,14.5553091778371
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.555628182,1.402745332,26,46,20,"inhibition","yes",853,0.712887775982989
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.480333027,0.933031029,26,46,20,"inhibition","yes",854,1.07177571690384
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.489896464,0.115424154,26,46,20,"updating","no",855,8.66369789463651
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.870134163,0.112539949,26,46,20,"updating","no",856,8.88573354516093
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.198922605,0.056579276,70,149,79,"processing speed","no",857,17.6743159456477
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.784353285,0.038693041,70,149,79,"shifting","yes",858,25.8444406062579
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.184883686,0.450823784,70,149,79,"inhibition","yes",859,2.2181615866123
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.42811195,0.061827234,70,149,79,"updating","no",860,16.1741021763969
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.013638295,0.103495352,70,149,79,"updating","no",861,9.66226966405216
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.147405208,0.028500046,70,149,79,"shifting","no",862,35.0876626655269
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.325943797,0.100887981,70,149,79,"inhibition","yes",863,9.9119834700627
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.210185278,547.8403661,70,149,79,"inhibition","no",864,0.00182534924748036
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.07556121,82.94439875,70,149,79,"inhibition","yes",865,0.0120562692004564
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.613998246,0.530373521,70,149,79,"updating","yes",866,1.88546365986472
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.180015167,0.198124663,70,149,79,"updating","no",867,5.04732719722027
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.377801813,0.602499722,70,149,79,"updating","no",868,1.65975180317179
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.014201955,0.048275546,70,149,79,"updating","no",869,20.7144213345614
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.885847632,0.100572439,70,149,79,"updating","no",870,9.94308192128064
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.263705635,2.757350956,70,149,79,"processing speed","no",871,0.362666927771381
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.414177821,0.045834249,70,149,79,"shifting","no",872,21.8177459392866
"psymetadata::maldonado2020::maldonado2020","psymetadata",6.842668253,0.219934497,26,58,32,"inhibition","yes",873,4.5468083162961
"psymetadata::maldonado2020::maldonado2020","psymetadata",8.113392263,0.112443388,26,58,32,"processing speed","no",874,8.89336418785247
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.315071364,1.686312791,26,58,32,"shifting","no",875,0.59300979351938
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.821207736,0.06958572,26,58,32,"updating","yes",876,14.3707645764102
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.015012741,1.781746632,16,32,16,"updating","no",877,0.561247026956636
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.720898934,0.127596851,16,32,16,"shifting","yes",878,7.83718400699403
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.327815528,1.943271369,16,32,16,"inhibition","yes",879,0.514596168066118
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.169540167,3.455991631,104,259,155,"shifting","no",880,0.28935255254384
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.480131256,0.029424836,104,259,155,"updating","no",881,33.9848962964483
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.769866896,0.03858057,104,259,155,"updating","no",882,25.9197829373698
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.434740318,0.473080317,16,32,16,"shifting","yes",883,2.11380597345799
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.923788347,0.195537993,16,32,16,"updating","no",884,5.11409565301205
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.621880439,0.215699634,16,32,16,"updating","no",885,4.63607648031521
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.509406343,0.261457701,16,32,16,"updating","no",886,3.824710445228
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.578818907,0.359309841,16,32,16,"updating","no",887,2.78311330749218
"psymetadata::maldonado2020::maldonado2020","psymetadata",5.438598878,11.91194239,18,38,20,"updating","no",888,0.0839493650371827
"psymetadata::maldonado2020::maldonado2020","psymetadata",7.77878985,54.7098692,12,24,12,"inhibition","yes",889,0.0182782378138093
"psymetadata::maldonado2020::maldonado2020","psymetadata",-2.502054775,1.390104491,20,40,20,"processing speed","no",890,0.719370382927567
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.746355983,0.170825094,20,40,20,"updating","no",891,5.85394087358149
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.51142685,1.406077258,20,40,20,"updating","no",892,0.711198473846591
